Review,author,date,rating,restaurant
"['I will say this was our first experience at the new Clemson location. ', 'We ordered pizza to go and had to wait before all the food was ready. Sat on the bench inside the restaurant where you can visibly see the kitchen staff. Multiple people eating and drinking while cooking. A couple of cooks had long hair and were not waiting hair nets or hats. One worker decided to touch his hair and his hat and then continued to prepare food. One worker left a table messing with her hair in her hat and then picked up pizza from the warming area to deliver to a table. One worker wiped her nose on her hand and then walked directly to wait on a table. ', 'The pizza was decent but I cannot get past everything we witnessed while waiting. Very disappointing and will not return.']",['Allison R.'],['\n        7/14/2019\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"['The pizza was good . I took my boyfriend for dinner , my waiter Eric \xa0was not attentive no plates no silverware someone else gave us plates . I paid with my card he took was gone a long time . I only used the card there . Well I had false charges 2 cell phones and PlayStation. Over 500 in charges . Think about it your 3 \xa0pin is on the back called manager Brandon he did not even ask my name . Beware']",['Deborah S.'],['\n        7/21/2019\n    '],['2.0 star rating'],"['Mellow', 'Mushroom']"
"['Mellow Mushroom in the Clemson, SC area is on point! The staff is so friendly. Definition of southern hospitality. We forgot our box on the table. The hostess chased us out the door to give it to us! The restrooms were sparkling clean. They say if the restrooms are clean the kitchen is probably clean. The food was fantastic! Quality, fresh ingredients! I would highly recommend!']",['Priscilla M.'],['\n        4/13/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
['1st time here. Had alot of seating and beer on tap to choose from. Employees were very nice. Appetizer buchetta was good. We ordered 2 small pizzas which was enough to feed 2 adult ladies and 2 children.'],['Jessica A.'],['\n        6/1/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""I've never been to Mellow Mushroom so it was a first for me. I have to say, the building is super cute and the interior is very open but noisy, so not an intimate place. Great for large groups. We came here on a Sunday afternoon and were seated fairly quickly. We asked to move to a booth seat, which was fine. "", ""We ordered the buffalo chicken pizza and the Thai dye pizza. I ordered a Moscow mule. A few sips into my drink, I noticed a bug in my drink. It was a small bug, so not super noticeable but I'm not gonna keep drinking it. I told the waitress and she offered to make a new one. Upon taking the drink, I saw her and her coworkers checking my cup for a big. Y'all. I would not make this up! They were legit checking as if I would lie about it! I get that people are manipulative and may do it for a free drink but my cup was basically full. I wouldn't waste a whole drink like that. "", ""Anyway, onto the food. The food was actually pretty good! I'm picky about pizza and the pizza was decent! It wasn't thin crust like advertised, but still good! I usually hate crust but the crust was crispy and good! I liked it. Wouldn't complain about the food."", ""All in all, it was a decent visit. I think the whole bug in the drink made this location lose a star. I will come back for the food if I'm ever in town, but otherwise, it was ok. Service was good aside from that one incident. But still enough to dock a point. Hopefully next time won't be as disappointing.""]",['Kathryn H.'],['\n        8/28/2018\n    '],['3.0 star rating'],"['Mellow', 'Mushroom']"
"[""Food took almost 2 hours and we saw it on the warm plates ready to be gave out but the waitress was too'' busy ''""]",['Annabelle H.'],['\n        7/17/2019\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"[""I thought the pizza would taste like other pizzas I had in the past. But, it certainly exceeded my expectations. We ordered their large house special pizza which was baked to perfection with savory fresh toppings. It took a while to \xa0receive our pizza but it's worth the wait. So, if you are really hungry order an appetizer. We had the \xa0delicious bruschetta but it's quite small. Also, ordered white sangria which was fruity and refreshing. Enjoyed drinking it while we waited for pizza. The place is quite new and family friendly. They also have variety of craft beers and spirits to choose. I don't think they offer happy hour special but did see lunch menu special.""]",['Kat F.'],['\n        5/14/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""I used to love Mellow Mushroom when it was near the stadium. The reason I believe I did is because now you can see them prepare your food and some things are better left unknown. I ordered 2 pizzas and when I arrived decided to add wings. As I sat waiting I observed the following from the kitchen. No hairnets, 3 separate employees eating ingredients while prepping food. Worth noting they did have gloves on but really once your hands go in your mouth it negates the purpose. Watched them talking and laughing with food in their mouth over the food they were preparing. As I thought it couldn't get any more gross I watched a waitress walk by and wipe the snot from her nose with the palm of her hand like a toddler. I asked to speak to a manager only to be greeted by in fact one of the individuals eating while preparing food. As I was talking to him one of the cooks removed his ball cap and wiped the sweat from his brow with his glove and continued to prep food. Pointless to complain any further. Worth noting it was disgusting enough I downloaded this app just to warn others! Bon appetite""]",['Rob B.'],['\n        7/14/2019\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"['Love it the pizza there... a TEN probably one of the best pizza in the south....crust is just perfect. ', 'If in town just go you will not regret it. \xa0They also have a ton of draft beer on tap....']",['P F.'],['\n        3/30/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"['I love mellow Mushroom, but ever since the new location has been opened every time I have ever called in an order they have always slightly got my order wrong. Missing toppings extra toppings. I eat a vegan diet and when I ask for no cheese I mean no cheese. 5 times they have put cheese on my hoagies. I miss the old location in Clemson. This new location feels modern cookie cutter and is completely missing that relaxing mellow vibe. It looks like the lobby to a hotel.']",['Addison A.'],['\n        7/9/2019\n    '],['2.0 star rating'],"['Mellow', 'Mushroom']"
"[""Probably one of the worst dining experiences I have had. Some friends and I visited this Mellow Mushroom to celebrate a birthday party a few weeks back. For the first 20 minutes or so our waiter never even came to the table to take our drink order. After finally ordering our food it took them an hour and a half (yes that's right) to deliver our pizza to the table. When the pizza did come out half the crust was mangled and looked as if the oven door had been slammed on it, they offered to replace the pizza at no charge...which took another 30 minutes to bring out. My friends ordered the pizza and I ordered a salad. When they brought out the pizza the first time, they completely forgot that I ordered a salad (and had been waiting an hour and a half for) and took another 20 minutes to make my salad. Overall, just absolutely poor service and I will not be returning.""]",['Stephen F.'],['\n        4/28/2019\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"[""Worst Mellow I've ever been to. Almost every time the hostesses are rude and unprofessional. We waited for our check for almost twenty minutes tonight all while watching our server do anything but take care of it. When she finally cashed it out she made her way back to us and decided to take the order from the table next to us - \xa0with our paid out check in her apron. Of course the order was super complicated and we waited through all of it. It really isn't that difficult to drop it off before so we could leave. Super annoying. Not to mention the calzone dough was so doughy it looked like cheese- you could scrape your fork through it. Bread is 3/4 of a calzone. Likely won't be recommending this location.""]",['Ashley O.'],['\n        2/10/2019\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
['Pizza is fresh. Salads are uniquely tasty. Beautifully decorated for our town. The fruit popsicles are fabulous.'],['Lisa B.'],['\n        3/30/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""My husband went here tonight to order take-out pizza and salad. \xa0He decided to have a beer at the bar while he waited. \xa0Without going into great detail, he experienced the best customer service and, of course, the take-out was fantastic! \xa0We'd both like to thank the manager, a young lady, and the bartender, a young man (unfortunately didn't catch either name). \xa0We will definitely be back!""]",['Tina M.'],['\n        1/19/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""Great customer service! Wrote to the GM and he responded immediately!! You've definitely earned our business.""]",['Diane L.'],"['\n        10/21/2018\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            10/19/2018\n            ', '\n                ', 'Previous review', '\n            ', '\n        ', '\n            7/10/2018\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['5.0 star rating', '2.0 star rating', '5.0 star rating']","['Mellow', 'Mushroom']"
"[""What can I say, they did it. They managed to reopen a beloved restaurant and improve it. The new location is hip and has a swagger to it. When I came in, with a couple of my friends, it was busy. That being did I did not expect great service. To my surprise the service was magnificent. Haley, our waitress, did a sublime job. The food did take some time to come out but it was well worth it. The steak and cheese calzone was exquisite. Top ten calzones in my life, and trust me I've had some great calzones. "", 'Final verdict: This place is bumping, the service is stellar, and the food is dank.']",['Hernan O.'],['\n        7/2/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""We were seated quickly and ordered immediately. The waitress was very nice. But it was so loud we couldn't have a conversation. Then after an hour and fifteen minutes after placing our order we still didn't have our food yet. Pretty disappointed."", '**update ~ the company asked me to email them to make it right and they never responded \u200d']",['Hannah R.'],['\n        9/3/2018\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"[""Great pizza and atmosphere. I love their Caesar salads. Wait staff seems to turnover a bit but it's mostly staffed with college students so that's to be expected. I've been there when it really crowded & they handled the crowds well with very little lag in the kitchen.""]",['Ela J.'],['\n        5/6/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""Best pizza in town, great atmosphere and service. I love the mighty meaty but I can't ever finish even a medium. Great for leftovers""]",['Tyler R.'],['\n        12/16/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
['Great pizza and salads. Our order came out quickly and pizza was cooked perfectly & piping hot. The waitress was also the bartender and she went out of her way to accommodate a tight schedule we had for lunch.'],['Ella S.'],['\n        4/10/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"['Good food, terrible service. Been in a few times and always have to wait over an hour. Do not go if you have any sort of time limit. They also do not care if you complain, and will do nothing for you. Could be great, needs better management.']",['Agnes G.'],['\n        9/2/2018\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"[""The pizza looks amazing! I can't dairy or gluten- so I haven't been able to sample. The wings and salads never disappoint. Service is always friendly and management is attentive. In our past visits we have only had one problem and it was handled swiftly by the manage.""]",['Holly M.'],['\n        1/5/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"['Love it!! Every dish comes out fast and fresh. Their salads are outstanding, as well as my favorite appetizer- the pretzel bites!']",['Kaylan K.'],['\n        10/20/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""Really great pizza and salads. It's a crowded place but worth the wait. I have never been disappointed.""]",['Misty S.'],['\n        2/16/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""We met some friends at Mellow Mushroom one evening. It was our first visit at this location. It's only been open a short time so many people are trying it out. We had about a 20 minute wait. They need some chairs outside for the people waiting. It's kinda bad having to stand for 20 or 30 minuets. After we were seated we were waited on in a short time. We ordered pizza. They make them as you order so it took a while for the order to arrive. The noise level is not too bad for a large open building. The pizzas were good and we enjoyed our meal and first visit at this restaurant.""]",['Bill Y.'],['\n        8/13/2018\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""Stopped by to try the pizza. The restaurant has a nice feel and service was pretty good although we had to ask for silverware after they dropped the salad off. Having never eaten there I wasn't sure what to expect but hey it's pizza, how bad can you mess that up right? I ordered the House pizza, large thin crust. The house pizza has just about everything on it and the toppings were generous, except the cheese. Pizza isn't pizza without lots of cheese. (To me). When I say there wasn't much cheese I mean there wasn't any cheese on top of the pizza. Look at some of the picks and see for yourself. I actually thought they were training a new person and forgot to put the cheese on it. \xa0Anyway, I had them send it back and they did put some cheese on but when I got home and had the leftovers the next day, I put plenty of cheese on it and it was delicious. So, if you like cheesy pizza ask for extra cheese when ordering or you'll be disappointed.""]",['Jim S.'],['\n        5/27/2019\n    '],['3.0 star rating'],"['Mellow', 'Mushroom']"
"['AMAZING pizza. While I had to wait an hour for the food to come, I know that was not the norm. Apparently they had a takeout order for 50 pizzas or something crazy like that happen. But honestly, I have never had anything to eat here that would deserve less than 5 stars.']",['Kate M.'],['\n        8/30/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"['MM may have the best pizza in the world but the combination of \xa0music and noise is insane. The food was delicious, in particular the mushroom soup.']",['Del K.'],['\n        2/21/2019\n    '],['4.0 star rating'],"['Mellow', 'Mushroom']"
"[""Really slow service. I ordered food online and it was supposed to be ready by a certain time. I showed up 15 minutes late and they told me it wasn't ready and that I could wait outside in 90+ degree heat to wait for my order. Thirty more minutes later it was finally ready. It was not worth the wait or hassle. I'd rather order from You Pie or just about anywhere else.""]",['Cindy S.'],['\n        11/7/2018\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
['Great food and service was lacking and it took too long but he took it off our bill! I will definitely be returning to Mellow Mushroom.'],['Joseph K.'],['\n        2/9/2019\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""Really disappointing how the restaurant staff handles there mistakes. I went there with my friends and it took over 90 minutes to get everyone food. They where rude and didn't apologize.there was also hair in my friends food.""]",['Matthew H.'],['\n        10/7/2018\n    '],['1.0 star rating'],"['Mellow', 'Mushroom']"
"[""Mellow Mushroom is a great pizza place. The people are always friendly and the food is always good. There's a lot more to have there the simply pizza though.""]",['Brandon W.'],['\n        11/26/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"[""So glad to have Mellow back in Clemson! It's back, and better than ever. The building itself is gorgeous! There's plenty of room inside, so it's great for large groups. The food is delicious, the atmosphere is great, the people are friendly and the drinks are always amazing.""]",['Avenue G.'],['\n        9/19/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"['Do not go here if you are rushed, but if you have timek, you will be rewarded with great pizza.']",['Bill C.'],['\n        8/11/2018\n    '],['5.0 star rating'],"['Mellow', 'Mushroom']"
"['How can you critique Mother Nature???', 'The gardens are beautifully laid out and of course, the plants are all perfect! \xa0 We love to wander here.']",['Cathy B.'],['\n        6/13/2019\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""There are so many trails here. I've been here many times and having explored the whole garden yet. There's a variety of activities including a geology museum which is great for any rock lovers. There's also a desert themed area. This garden is great year-round.""]",['Davey M.'],['\n        1/23/2019\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"['Beautiful gardens! \xa0Birds singing, people leisurely walking thru the park like setting. Free. \xa0Definitely on my must visit often list!']",['Janice H.'],['\n        4/27/2019\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"['This is a wonderful place to go and take a walk. As a college student, I am always looking for more ways to get outside and experience nature, and this is one of the best ways to do that in Clemson.']",['Kate M.'],['\n        11/23/2018\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"['I came here with my family, it was beautiful. We saw many \xa0different trees, plants, flowers. What a great experience it was to walk the trails and to follow a map to find different places within garden. I was out with my kids for about 2 1/2 hours and they were exhausted. ', ""It's free to get in, I wouldn't recommend bringing a stroller, spray your self with bug spray so you won't get eaten alive by insects, wear comfortable shoes, bring a water bottle, make sure you get a map from the main entrance, take pictures and enjoy!""]",['John243 S.'],['\n        7/3/2017\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"['My wife and I were married here 32 years ago, so I am a fan of the Botanical Gardens.', 'If you are passing through Clemson and have a little time, you might consider a stroll through these gardens as a unique diversion from the ordinary. ', 'There are lots of paths with tons of plant specimens, many labeled so you can tell what you are looking at. There are water features and a large pond with ducks and geese and turtles, etc. (the duck/goose population varies) There are a frontier house and building (replicas) and other structures. There is always something blooming in the gardens. ', 'This place is a work in progress...it always has been. There is always something new getting started...a new waterway, a new garden spot, a new structure, etc. ', 'It is worth your time to visit this most bountiful treasure...you might just walk away feeling better than when you came!']",['Chuck N.'],['\n        9/11/2016\n    '],['4.0 star rating'],"['South Carolina Botanical', 'Garden']"
"['A beautiful spot with lots of walkable gardens, places to sit and rest and even have a picnic lunch. \xa0Well-cared for botanical gardens with free parking, free admission. \xa0Nice gift shop too.']",['Bob H.'],['\n        7/31/2016\n    '],['4.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""The South Carolina Botanical Gardens are definitely a great afternoon activity in the Clemson area. I brought some special treats on my visit down the Clemson and not too much was going on on Sunday afternoon so we ate them and headed over to the gardens. Pretty empty and spread out though I wouldn't call it big. I am a HUGE fan of the Arnold Arboretum so this pales in comparison but I still enjoyed it. Free parking and scattered art structures as well information plaques. It was nice to walk around and see the different sights, even with the underlying North Carolina fire haze that was passing through. Discovered the free archeology museum and it was still open we we arrived. We had a good time, weren't bothered and didn't have to pay for the entertainment which is always key. Worth the visit if you need to kill some time with fresh air in this rather desolate campus.""]",['Daniel M.'],['\n        12/11/2016\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""Gorgeous!!!!! A can't miss location! Incredibly well laid out, with all the natural south carolina habitats. A ton of information. Very scenic.""]",['Kathy B.'],['\n        8/11/2017\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
['Absolutely beautiful. Very well maintained. Great for either running or walking. Hats off to Clemson University for providing this excellent community resource.'],['Zach B.'],['\n        3/27/2017\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""This place is great even with the hot weather. The gardens are beautiful in the spring and even after the temperatures climb. Be sure and visit the meadow out the back. This is such a great place. Don't miss it if you are in the Clemson area.""]",['Bill Y.'],['\n        6/28/2016\n    '],['5.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""Randomly visiting Clemson, SC for the first time and seeking something to do? Why not check out the huge botanical garden filled with beautiful walking trails, a butterfly and herb garden, Geology Museum, Art Gallery, all in 295 acres. It's actually quite impressive to walk around and see what the volunteers have created. There are several different areas set up to house (or I suppose grow) a subsection of plants- there's an herb garden, butterfly area, tons of unique plants (all with a nameplate so you know what it is!), the Fran Hanson Discovery Center (a huge historical house which is now the visitor's center) with art gallery, an Arboretum, Hanover House, Hunt Cabin, outdoor Amphitheater, and so much more.""]",['Lori T.'],['\n        4/27/2015\n    '],['4.0 star rating'],"['South Carolina Botanical', 'Garden']"
"[""Love this place. Service was awesome sushi was good. I'll"", 'Come back here again. ', 'Monday is $3.56 sushi rolls.']",['Phillip S.'],['\n        6/17/2019\n    '],['5.0 star rating'],"[None, '356']"
['This is my absolute favorite sushi place in Clemson. The Shel roll is THE BEST!! Wonderful college atmosphere with great deals almost every day of the week and impeccable service'],['Mackinley H.'],['\n        5/8/2019\n    '],['5.0 star rating'],"[None, '356']"
"['Very good sushi! Have been here a few times now and have not been disappointed. If you happen to be there in a Wednesday, half off bottles and trivia is always a good time.']",['Josie D.'],['\n        5/8/2019\n    '],['5.0 star rating'],"[None, '356']"
"['I remember when 356 opened when I was still a student at Clemson. It seems to be one of the few bars that has not closed down since then. Now, returning to campus as an alumnus is such a fun experience. Especially when I go to bars as a college graduate, employed, married, mother rather than a single, broke, college student. ', ""I went back to Clemson mid-November with friends for my birthday weekend. Two of the girls went into the game while the other two of us stayed downtown to watch the game from the comfort of the indoors. We ended up going to 356 because they weren't too crowded when we got there and because they were willing to change one of the TVs to the Auburn/Georgia game (the friend I was with is a huge Auburn fan). I am pregnant so didn't order drinks but my friend got a few drinks from the menu- one I think was \xa0gummy bear drink and I can't remember the other. She enjoyed both. I ordered the hummus and it was absolutely fantastic. A little odd, though, because the texture was very thick, almost pasty, rather than creamy like most hummus. But, at the time I thought it worked and I really liked it. They seemed fine with us staying to watch the whole game since we were ordering food and drinks but as the bar started to fill up unfortunately it became near impossible to get a server to come back and serve us. "", ""Again, since I'm pregnant I decided against getting sushi. Although, I do remember from visiting in the past that I enjoyed their sushi. It seems a bit counter-intuitive to order sushi from a college bar, especially when it's made by college students, but I think it's worth the risk. Not when pregnant, though. "", ""Once the game started winding down and the bar started getting annoyingly crowded it became obvious nobody was interested in serving us. I think it's because we had too much clothing on and/or we weren't a frat guy. Made me feel like I was right back in my single, broke, college student days. Our cue to go.""]",['Candace J.'],['\n        12/8/2017\n    '],['3.0 star rating'],"[None, '356']"
['Best sushi in downtown I love it!! Great prices and deals. Waitress / waiter is always nice when I go there. Highly recommend for a fun atmosphere and yummy food! Amazing spinach dip as well.'],['Emily S.'],['\n        2/17/2019\n    '],['5.0 star rating'],"[None, '356']"
"[""So gooodd! I came here for an evening meet and greet with a group of colleagues. Unfortunately, I'm not a sushi fan so I cannot speak on that. However, 356 is also a great choice if you're looking for a chill atmosphere with good drinks and great pizza. All the bartenders have their favorite mixed drink options with unique names listed on the wall. Everyone kept telling me to try the ranchero flatbread. It did not disappoint... grilled chicken, tomatoes, and mozzarella cheese all cooked to perfection. I'll definitely visit 356 again when I'm in the area.""]",['Brandi R.'],['\n        3/15/2018\n    '],['5.0 star rating'],"[None, '356']"
"[""While I loved the staff, the food was extremely underwhelming and expensive. It was about $6 for the least expensive sushi roll and it wasn't even quality food. The portions were way too small for what you paid for. With all that being said, the waitress I got was amazing! I forgot her name but she was very helpful and friendly. Honestly I would recommend going somewhere else because all of the Greek Life come here for dinner events so it can get very loud and obnoxious.""]",['Parker H.'],['\n        10/4/2018\n    '],['2.0 star rating'],"[None, '356']"
"[""356 is the best sushi you can get around here (and I'm pretty picky about it). So many awesome weekly deals for quality rolls and great sizes. Great atmosphere, food, drinks, and staff. P.S. The grapefruit jalapeño mule""]",['Delaney R.'],['\n        2/15/2018\n    '],['5.0 star rating'],"[None, '356']"
"[""Great for a local, low-key college vibe. Came here with my cousin who attends Clemson when we were in town for the weekend. It was very family friendly at dinnertime but she said it definitely gets wild at night. They were playing trivia when we were there, there's ping pong tables, and $6 liquor pitchers. Menu had sushi, flatbreads, etc and they were decent.""]",['Kristin H.'],['\n        4/25/2015\n    '],['4.0 star rating'],"[None, '356']"
"[""This place has a variety of food, and I'm glad I went with a large group to try many things; we ordered many pitchers, some flatbreads, artichoke dip, and sushi. I enjoyed my Buddha Roll (shrimp tempura, cream cheese topped w/ eel), and the artichoke dip was delicious! They have huge square tables so this place is great for groups. The vibe is lively during dinner time, but quiet enough to enjoy the companies of your peers. However, at night, 356 has a club scene, which can be very fun or miserable depending on the night. If it gets too crowded, it is not fun at all because it's hot and there's constantly people by you because the bathroom is in the back. Overall fun place for dinner and late night, but the floor layout needs to change.""]",['Denny H.'],['\n        5/4/2016\n    '],['4.0 star rating'],"[None, '356']"
"['Sushi is alright. I only come in to eat on Thursdays for $3.56 sushi rolls. During happy hour on Friday\'s, liquor pitchers are $6. This is one of the best deals in Clemson. 356 mixes there drinks well. For late night, 356 clears the tables out and becomes ""club 356"". This is the one bar in Clemson where the girls want to come and dance the night away.']",['Jacob D.'],['\n        5/7/2015\n    '],['3.0 star rating'],"[None, '356']"
"[""Ok, so I took my coworker here hoping to impress him. \xa0I've been here two times before and had rated it with three stars. \xa0The sushi rolls were just ok. The Spyder roll had mushy rice and the shrimp tempura roll was hardly fried. Come on 356! \xa0You guys need to step it up! \xa0My coworkers rolls were just ok too. He had a Wam Bam flat bread too and that was decent. His Long Island Iced Tea was WEAK. Our waitress was slow. Hated that. I have to down grade the stars this time.""]",['Rob B.'],"['\n        11/19/2013\n            ', '\n                ', '\n    ', '\n        ', '\n    ', '\n', '\n                ', 'Updated review', '\n            ', '\n    ', '\n            6/10/2013\n            ', '\n                ', 'Previous review', '\n            ', '\n        ']","['2.0 star rating', '3.0 star rating']","[None, '356']"
['Quickly becoming one of my favorite places to unwind for dinner and a few drinks or visit on the weekends. Sushi is good and cheap and drinks are usually top notch. Great staff and atmosphere. Located downtown but has more of a laid back feel and not your typical college bar. Highly recommended. Be sure to swing by on a Thursday night for sushi for only $3.56. Quality sushi at that price? Sign me up!'],['Christopher H.'],['\n        9/14/2014\n    '],['5.0 star rating'],"[None, '356']"
"[""356 gets weird after dark. That's when you can get too drunk, do something horrible and not worth remembering, then go home with a creeper. In case you are interested in doing some/all of these things be sure to bring extra cash or a fancy purse so someone can steal it from you.""]",['Caroline P.'],['\n        2/25/2014\n    '],['2.0 star rating'],"[None, '356']"
"['The sushi is by no means high class but you get what you pay for. The service is horrid, however a few nights a week the have discount nights which makes it okay. Good drinks again def a college place.']",['Olivia O.'],['\n        3/1/2016\n    '],['3.0 star rating'],"[None, '356']"
"['I havent eaten here...only ordered a few drinks, which were exceptionally light - i dont think they put more a drop of alcohol in those drinks - waste of money they were!!!!! At least dont charge the full price i normally order one mixed drink and it is always enough for me. At this place i had 3 and did not feel a thing!!!!!', 'Would never go there again....']",['Sez A.'],['\n        11/27/2010\n    '],['1.0 star rating'],"[None, '356']"
"['Awesome food, sushi and very inexpensive! Jay is a great owner and has an amazing staff!']",['Duncan B.'],['\n        4/19/2012\n    '],['5.0 star rating'],"[None, '356']"
"['Came for ""all you can eat"" sushi, and for the price it was a steal (I ordered about 10 orders of various rolls). \xa0That is about it for the pro\'s. \xa0After I sat down (it is a seat yourself kind of establishment) it took 10 minutes for the waiter to notice us as she was sitting down at a table with her friends chatting and relaxing. \xa0The menu is nothing out of the ordinary, presumably because the sushi ""chefs"" were just some college students. \xa0It took an upwards of 15 minutes for each pair of rolls I ordered.', 'Quality-wise it was OK. \xa0The texture was off on some pieces of salmon, and the rolls with roe did not have roe. \xa0All in all I would prob visit again for the price but not without the ""all you can eat"" special.']",['Tom C.'],['\n        7/19/2013\n    '],['3.0 star rating'],"[None, '356']"
"['This is my favorite sushi place, bar none! You have so many choices and the prices are great. If you are anywhere near Clemson and you love sushi, you HAVE yo go here!']",['Charlie C.'],['\n        6/29/2013\n    '],['5.0 star rating'],"[None, '356']"
"['Katie: I was really excited to eat something other than subs, pizza or Mexican food that is so conveniently placed around the University. I love sushi and other exotic foods so I was eager to venture out to 356.', 'Amanda: I love subs, pizza, Mexican, Chinese and the occasional trip to a chain restaurant, but I have been at Clemson since I was a freshman. I wanted to explore more of what Clemson has to offer before I graduate. 356 is a popular spot for the downtown bar crowd, but we wanted to see what it had to offer as a restaurant.', 'The Scene', 'Katie: Spacious yet inviting. The bar lined the far wall and showcased many types of liquor and ended with a sushi bar. Booths and tables scattered throughout the restaurant welcomed the hungry and those wanting to try a martini (try the Sexy Martini, a mix of Peach Schnapps OJ and Cranberry juice). An elevated area in the opposite front corner houses Wii tournaments, live music or comfortable couches that are very city loft-ish.', 'Amanda: Walking in 356 immediately gives off a very chill and trendy vibe. Very spacious with booths lining the wall and tables scattered throughout the middle section. If you are lucky, you may be able to sit in the couches giving you a ""VIP"" feeling. The bar is always active with bartenders making drinks, and cooks in the back rolling up sushi made fresh to order.', 'A Look at the Menu', ""Katie: Offering more than just sushi, 356 also has tapas, salads and gourmet flatbreads (think fancy pizza). For those not too keen on eating raw fish, try the Ranchero or Spinach 'n Tomato (It's amazing) flatbreads."", 'Amanda: The menu features tapas, sushi, salads and flat breads. For those that are of legal drinking age, there are a variety of martinis and beer to choose from, as well as a nice selection of red and white wine.', 'The Taste Test', ""Katie: You can't go wrong ordering the California rolls, but if you want to be a little more adventurous try the Philadelphia Roll or the Seaside roll. Thursday nights is $3.50 sushi night on select rolls with nicely priced Cosmos as well. If you are not in the mood for sushi and have already tried the flatbreads, try something from the tapas section. The seaweed salad (don't be thrown off by the name) was a great starter, as well as the spinach dip and hummus dip."", ""Amanda: Katie and I are always indecisive about choosing an appetizer because the hummus dip and spinach dip are equally delicious. The Spinach 'n Tomato flatbread is a favorite of mine, but I love spicy foods and sushi. So I just had to try the Georgia Bullfrog roll. And of course nothing else makes the experience better of eating sushi at a trendy restaurant than an inexpensive fabulous Cosmo in your hand."", 'Impressions', ""Katie: 356 is a great place to treat your taste buds in downtown Clemson, whether you are a sushi fiend or need a break from the ordinary. Don't forget to stop by late night to check out their drink menu."", ""Amanda: This is hands down my favorite restaurant in downtown Clemson. Thursday night is a great time to eat at 356 because of their sushi rolls and Cosmos during Happy Hour. This trendy downtown restaurant is perfect for a girls' night out or a date with that special someone. Now, if only they had a live jazz band during dinner on Thursdays nights.""]",['Katie M.'],['\n        2/4/2011\n    '],['5.0 star rating'],"[None, '356']"
"[""The sushi is very affordable here, but it's nothing unique either. Standard, smallish rolls. You'll find the usual fare, but nothing else. Bar atmosphere. It's not every sushi bar you can listen to ACDC while eating your meal! We always have a good dinner here, but if asked to recommend where to eat, I'm not sure I'd mention this place for sushi. You can do better, even in town.""]",['Christine P.'],['\n        8/22/2010\n    '],['3.0 star rating'],"[None, '356']"
"['Pros: came here for a burger and left with a pretty dang good waffle in stead 5/5 helll yeah would recommend ', 'Cons: No bar so if u want to drink u should drink before u go']",['Cob E. B.'],['\n        2/6/2016\n    '],['5.0 star rating'],"['Waffle', 'House']"
